v4_1,Data Marking,mmm-yy,Time,administrative-geography,Geography,index-and-year-change,IndexAndYearChange
90.5,,Jan-12,01 January 2012,E12000007,London,index,Index
95.6,,Jan-12,01 January 2012,E12000009,South West,index,Index
98.4,,Jan-12,01 January 2012,E12000002,North West,index,Index
97.8,,Jan-12,01 January 2012,E12000003,Yorkshire and The Humber,index,Index
96.6,,Jan-12,01 January 2012,E12000005,West Midlands,index,Index
95.9,,Jan-12,01 January 2012,E12000006,East of England,index,Index
96.4,,Jan-12,01 January 2012,E12000004,East Midlands,index,Index
99,,Jan-12,01 January 2012,E12000001,North East,index,Index
94.2,,Jan-12,01 January 2012,E12000008,South East,index,Index
86.8,,Feb-07,01 February 2007,E12000008,South East,index,Index
78.6,,Feb-07,01 February 2007,E12000007,London,index,Index
91.8,,Feb-07,01 February 2007,E12000001,North East,index,Index
90.5,,Feb-07,01 February 2007,E12000006,East of England,index,Index
88.2,,Feb-07,01 February 2007,E12000009,South West,index,Index
92.1,,Feb-07,01 February 2007,E12000005,West Midlands,index,Index
92.7,,Feb-07,01 February 2007,E12000004,East Midlands,index,Index
91.9,,Feb-07,01 February 2007,E12000002,North West,index,Index
90.9,,Feb-07,01 February 2007,E12000003,Yorkshire and The Humber,index,Index
105.3,,Feb-17,01 February 2017,E12000004,East Midlands,index,Index
106,,Feb-17,01 February 2017,E12000006,East of England,index,Index
106.1,,Feb-17,01 February 2017,E12000007,London,index,Index
106.5,,Feb-17,01 February 2017,E12000008,South East,index,Index
104.2,,Feb-17,01 February 2017,E12000005,West Midlands,index,Index
102.8,,Feb-17,01 February 2017,E12000003,Yorkshire and The Humber,index,Index
102.3,,Feb-17,01 February 2017,E12000002,North West,index,Index
104.3,,Feb-17,01 February 2017,E12000009,South West,index,Index
101.8,,Feb-17,01 February 2017,E12000001,North East,index,Index
